date,leader,fish_of_day,coords_raw,UTM_zone,easting,northing,elevation,lat_dec_deg,long_dec_deg,detection,detection_specific,loc_main,loc_specific,loc_comments,radio_freq,radio_id,active,temp_C,signal_strength,gain,surface_temp_C,depth_m,habitat_desc,odfw_spawn_area,comments
11/21/2017,William Tinniswood,3,,,,,,,,lake,lake,UKL,Central: Shoalwater Bay,Near Last chance point,210,2,Y,,,,,,,,
3/5/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,2,Y,4.4,255,,,,,,"454 detections, temp ranged   3.6-7.6"
3/6/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,2,Y,2,193,,,,,,"75 detections, temp ranged   1.2-3.6"
3/16/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,2,Y,6,255,,,,,,"91 detections, temp ranged   4.4-6.8"
4/30/2018,William Tinniswood,1,,,,,,,,lake,lake,UKL,South: Howard Bay/Skillet Handle,Howard Bay Marsh on southwest corner near Sesti Twgwalls,210,2,y,14,,,,,,,from airplane
6/27/2018,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,2,Y,18.8,255,,,,,,"44 detections, temp ranged 18.8-19.6"
7/6/2018,WT,,,,,,,,,trib,lower willy,Williamson R,,TNC near upper most Cottonwood Gallery,210,2,Y,16.4,,,,,,,
7/19/2018,NH,13,,,,,,,,trib,lower willy,Williamson R,,tnc logs,210,2,Y,18.8,,,,,,,
7/26/2018,WT,2,,,,,,,,trib,lower willy,Williamson R,,below tnc ramp,210,2,Y,18.8,,,,,,,
8/21/2018,JO,6,,,,,,,,trib,lower willy,Williamson R,,between 1st no wake and mouth,210,2,Y,11.6,,,,,,,
8/25/2018,CD,1,,,,,,,,trib,lower willy,williamson R,,,210,2,Y,14.8,,,,,,,
9/17/2018,WT,16,,,,,,42.48101,-121.95528,trib,lower willy,,,williamson last bend in marsh to west,210,2,Y,33.2,,,,,,,likely mort
10/18/2018,CD,6,,,,,,,,lake,lake,UKL,,modoc pt,210,2,Y,10,,,,,,,
5/5/2017,NH,5,,,,,,,,release,release,,,Henzel,210,3,Y,,,,,,,,release site
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array05,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array01,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array06,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array05,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array05,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array06,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array05,210,3,,,,,,,,,
5/24/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array02,210,3,,,,,,,,,
5/28/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,3,Y,18,136,,,,,,"21 detections, temp ranged 17.2-18.8"
5/31/2017,William Tinniswood,15,42 32.8614 N    121 52.5470 W::5/31/17 at 20:39:47 (UTC),10T,5.92E+05,4.71E+06,1258.3 M,42.547690 N,121.875783 W,trib,lower willy,Williamson R,,Above lonesome duck,210,3,Y,18,,,,,,,
6/20/2017,Matt Wyatt,5,42 34.2555 N    121 52.7412 W::6/20/17 at 22:15:10 (UTC),10T,5.92E+05,4.71E+06,1256.8 M,42.570925 N,121.879020 W,trib,lower willy,Williamson R,,Odfw ramp,210,3,,18.8,82,74,,,,,
7/6/2017,Jordan Ortega,9,42 34.2381 N    121 52.7515 W::7/6/17 at 21:22:10 (UTC),10T,5.92E+05,4.71E+06,1267.6 M,42.570602 N,121.879138 W,trib,lower willy,,,,210,3,Y,18,173,62,,,,,
7/11/2017,NH,9,,,,,,,,trib,lower willy,Williamson R,Mainstem: below Sprague,chiloquin ramp,210,3,Y,17.2,202,70,,,,,
7/12/2017,William Tinniswood,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,210,3,Y,18.8,116,,17.9,,,,
7/14/2017,William Tinniswood,9,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw ramp,210,3,Y,18,,,,,,,
7/17/2017,William Tinniswood,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,210,3,Y,16.4,,,,,,,
7/25/2017,Nick Hahlbeck,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Chiloquin ramp,210,3,Y,17.2,112,66,15.7,,,,
8/2/2017,William Tinniswood,9,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw ramp,210,3,Y,18,,,,,,,
8/9/2017,William Tinniswood,6,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,210,3,Y,13.2,,,,,,,
8/29/2017,William Tinniswood,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,210,3,Y,14,,,14,,,,
9/6/2017,William Tinniswood,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw boat ramp,210,3,Y,14,,,,,,,
9/11/2017,Jordan Ortega,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Spring Ck to Sprague,,210,3,Y,15.6,44,78,,,,,
9/13/2017,William Tinniswood,5,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Odfw ramp,210,3,Y,11.4,,,,,,,
9/25/2017,William Tinniswood,10,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,ODFW boat ramp,210,3,Y,9.2,,,,,,,
10/16/2017,JA,3,,,,,,42.56878,-121.88056,trib,lower willy,,,in flight williamson near sprague,210,3,Y,,,,,,,,
10/23/2017,William Tinniswood,13,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,ODFW boat ramp rm 11,210,3,Y,7.6,,,,,,,
11/7/2017,William Tinniswood,7,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,ODFW boat ramp likely mort,210,3,Y,5.2,,,,,,,
11/21/2017,William Tinniswood,13,,,,,,,,dead,dead,Williamson R,Mainstem: Below Sprague,odfw boat ramp,210,3,N,,,,,,,,
11/27/2017,William Tinniswood,7,,,,,,,,dead,dead,Williamson R,Mainstem: Below Sprague,ODFW boat ramp,210,3,N,,,,,,,,
12/7/2017,William Tinniswood,8,,,,,,,,dead,dead,Williamson R,Mainstem: Below Sprague,odfw boat ramp,210,3,N,3.6,,,,,,,
12/14/2017,JA,1,,,,,,,,junk,junk,,,in flight eagle ridge,210,3,Y,2,,,,,,,
12/15/2017,William Tinniswood,4,,,,,,,,dead,dead,Williamson R,Mainstem: Below Sprague,odfw boat ramp,210,3,N,2.8,,,,,,,
1/18/2018,William Tinniswood,3,,,,,,,,dead,dead,Williamson R,Mainstem: Below Sprague,odfw boat ramp,210,3,N,6,,,,,,,
6/11/2018,NH,2,,,,,,,,dead,dead,Williamson R,,chiloquin ramp,210,3,N,,,,,,,,
7/19/2018,NH,2,,,,,,,,dead,dead,Williamson R,,chiloquin ramp,210,3,N,,,,,,,,
8/16/2018,NH,10,,,,,,,,dead,dead,Williamson R,,odfw ramp,210,3,N,14,,,,,,,
5/5/2017,NH,2,,,,,,,,release,release,,,Henzel,210,4,Y,,,,,,,,release site
5/31/2017,William Tinniswood,8,42 30.6051 N    122 00.3140 W::5/31/17 at 18:01:55 (UTC),10T,5.82E+05,4.71E+06,1260.5 M,42.510085 N,122.005233 W,lake,lake,Agency L,,Straights,210,4,Y,18.8,176,80,19,,Tule marsh,,
6/4/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,20.4,195,,,,,,"109 detections, temp ranged 17.2-22.8"
6/7/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,18.8,196,,,,,,"38 detections, temp ranged 18.0-22.0"
6/20/2017,Matt Wyatt,12,42 30.3314 N    121 55.5415 W::6/20/17 at 23:22:06 (UTC),10T,5.88E+05,4.71E+06,1265.7 M,42.505523 N,121.925692 W,trib,lower willy,Williamson R,,Tnc rd,210,4,,20.4,60,74,,,,,
6/22/2017,Nick Hahlbeck,4,42 31.1024 N    121 55.0488 W::6/22/17 at 20:04:49 (UTC),10T,5.89E+05,4.71E+06,1269.6 M,42.518382 N,121.917482 W,trib,lower willy,Williamson R,Mainstem: Below Sprague,Pump on west shore 200m upstream of modoc pt bridge,210,4,Y,18.8,255,67,18.7,4.6,Downed wood or shoreline veg,,
7/7/2017,William Tinniswood,20,,,,,,,,junk,junk,Pelican Bay,Pelican Bay,Near boat ramp,210,4,Y,15.6,,,20.3,,,,likely wrong ID but no mobile lotek file to verify -NH
7/10/2017,Jordan Ortega,11,42 30.3748 N    121 55.4295 W::7/10/17 at 22:37:51 (UTC),10T,5.88E+05,4.71E+06,1254.3 M,42.506247 N,121.923825 W,trib,lower willy,Williamson R,,Below last buoy west bank,210,4,Y,19.6,255,44,19.6,,,,
7/11/2017,NH,5,,,,,,,,trib,lower willy,Williamson R,Mainstem: below Sprague,modoc pt bridge,210,4,,18,94,70,,,,,
7/14/2017,William Tinniswood,8,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Above modoc point br,210,4,Y,18.8,,,,,,,
7/24/2017,Jordan Ortega,5,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,House w white pvc pump above modoc pt bridge,210,4,Y,18,96,65,19.3,3.6,Open water clear,,
7/25/2017,Nick Hahlbeck,21,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Rivers dr road,210,4,Y,18.8,62,70,,,,,
8/2/2017,William Tinniswood,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Just above modoc point rd,210,4,Y,18.8,41,,,,,,
8/9/2017,William Tinniswood,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Modoc point bridge,210,4,Y,15.6,,,,,,,
9/1/2017,STATION,4,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,231,,,,,,"77 detections, temp ranged 15.6-16.4"
9/2/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,198,,,,,,"32 detections, temp ranged 16.4-16.4"
9/4/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,255,,,,,,"344 detections, temp ranged  9.2-17.2"
9/5/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,17.2,208,,,,,,"46 detections, temp ranged 16.4-18.0"
9/5/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,18,238,,,,,,"131 detections, temp ranged  9.2-23.6"
9/6/2017,STATION,4,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,18,62,,,,,,"4 detections, temp ranged 18.0-18.0"
9/6/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,20.4,166,,,,,,"45 detections, temp ranged 14.0-20.4"
9/8/2017,STATION,7,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,,16.4,149,,,,,,"13 detections, temp ranged 15.6-16.4"
9/9/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,224,,,,,,"376 detections, temp ranged 15.6-18.8"
9/13/2017,William Tinniswood,14,,,,,,,,lake,lake,UKL,,North of williamson river near tule point,210,4,Y,19.6,,,22.1,1.2,,,
9/13/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,227,,,,,,"116 detections, temp ranged  9.2-17.2"
10/16/2017,JA,4,,,,,,42.51281,-122.00013,lake,lake,,,in flight agency straits,210,4,Y,7.6,,,,,,,
12/15/2017,William Tinniswood,2,,,,,,,,junk,junk,UKL,Central: East Side Springs,sucker springs,210,4,,,,,,,,,Very questionable reading
2/8/2018,William Tinniswood,16,,,,,,,,lake,lake,Agency L,Straits,upper part,210,4,N,6,,,,,,,
6/14/2018,JO,1,,,,,,,,lake,lake,Agency L,,straits,210,4,Y,19.6,116,87,,,,,
6/20/2018,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,17.2,226,,,,,,"270 detections, temp ranged 11.6-18.8"
6/21/2018,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,16.4,212,,,,,,"23 detections, temp ranged 15.6-17.2"
6/21/2018,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,18,254,,,,,,"279 detections, temp ranged  7.6-23.6"
6/22/2018,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,4,Y,18.8,255,,,,,,"410 detections, temp ranged   16.4-22"
6/28/2018,WT,,,,,,,,,trib,lower willy,Williamson R,,TNC below Modoc Point road,210,4,,,,,,,,,
7/6/2018,WT,,,,,,,,,trib,lower willy,Williamson R,,TNC near upper most Cottonwood Gallery,210,4,Y,16.4,,,,,,,
7/19/2018,NH,14,,,,,,,,trib,lower willy,Williamson R,,tnc logs,210,4,Y,18.8,,,,,,,
7/24/2018,NH,3,,,,,,,,trib,lower willy,Williamson R,,tnc logs,210,4,Y,18,122,80,,,,,
7/26/2018,WT,3,,,,,,,,trib,lower willy,Williamson R,,tnc cottonwood gallery,210,4,Y,18.8,,,,,,,
8/30/2018,JO,5,,,,,,,,trib,lower willy,Lower williamson,Lowest buoy,,210,4,Y,14,,,,,,,
9/4/2018,CD,3,,,,,,,,trib,lower willy,williamson R,Lowest buoy,,210,4,Y,14.8,,,,,,,
5/5/2017,NH,12,,,,,,,,release,release,,,Cove Pt,210,5,Y,,,,,,,,release site
5/31/2017,Matt Wyatt,1,42 16.6151 N    121 51.3129 W::5/31/17 at 18:10:04 (UTC),10T,5.94E+05,4.68E+06,1259.5 M,42.276925 N,121.855217 W,lake,lake,UKL,,Skillet handle,210,5,Y,19.6,90,,,,,,
5/31/2017,MW,1,,,,,,42.27686,-121.85538,lake,lake,UKL,South: Howard Bay/Skillet Handle,skillet handle,210,5,Y,19.6,90,65,19.8,3.5,shoreline w/ veg,,
6/2/2017,Matt Wyatt,3,42 34.1154 N    121 52.9531 W::6/2/17 at 17:41:35 (UTC),10T,5.92E+05,4.71E+06,1273.1 M,42.568790 N,121.882522 W,junk,junk,Williamson R,,Below odfw boat ramp,210,5,Y,14.8,80,69,0,,,,"no mobile lotek file to verify, seems like error given station and pit data -NH"
6/6/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,5,Y,18,254,,,,,,"46 detections, temp ranged 17.2-19.6"
6/6/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array02,210,5,,,,,,,,,
6/7/2017,BOR,13,,10T,547596,4702667,,,,junk,junk,,,rocky pt springs,210,5,Y,-1.2,250,,16.1,1.8,,,"Springs/rocky point/ WQ taken@ 1meter, tag temp error, pH 7.28, DO 8.04. likely junk data -NH"
7/14/2017,William Tinniswood,3,42 37.8059 N    121 52.2145 W::7/14/17 at 23:17:11 (UTC),10T,5.93E+05,4.72E+06,1269.9 M,42.630098 N,121.870242 W,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Below picnic table hole,210,5,Y,13.2,,,,,,,
12/15/2017,William Tinniswood,10,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Near picnic table hole,210,5,,7.6,,,,,,,
2/6/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,210,5,Y,6.8,,,,,,,questionable reading
2/7/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,210,5,Y,6.8,,,,,,,
3/12/2018,William Tinniswood,1,,,,,,4680839,594696,lake,lake,UKL,South: Howard Bay/Skillet Handle,Skillet Handle,210,5,y,5.2,245,,5.16,4,,,
4/30/2018,William Tinniswood,2,,,,,,,,dead,dead,UKL,South: Howard Bay/Skillet Handle,,210,5,N,,,,,,,,from airplane
5/22/2018,NH,6,,,,,,,,dead,dead,UKL,,skillet handle,210,5,N,30,,,,,,,
5/29/2018,JO,13,,,,,,42.2736,-121.8516,dead,dead,,,,210,5,N,22.8,215,82,,,,,
6/7/2018,JO,6,,,,,,,,dead,dead,UKL,,skillet handle,210,5,N,,,,,,,,
6/12/2018,JO,11,,,,,,,,dead,dead,UKL,,below running y,210,5,N,26.8,88,,,,,,
8/30/2018,JO,27,,,,,,,,dead,dead,Running Y,,,210,5,N,,,,,,,,
9/4/2018,CD,24,,,,,,,,dead,dead,Running Y,boat launch,,210,5,N,,,,,,,,
9/11/2018,CD,26,,,,,,,,dead,dead,Running Y,near buck island,,210,5,,,,,,,,,
9/17/2018,WT,4,,,,,,,,dead,dead,,,skillet handle near house on point of end,210,5,N,21.2,,,,,,,
10/18/2018,CD,26,,,,,,,,dead,dead,UKL,,stone house,210,5,N,,,,,,,,
5/5/2017,NH,17,,,,,,,,release,release,,,Cove Pt,210,6,Y,,,,,,,,release site
5/24/2017,MW,1,,,,,,,,lake,lake,UKL,South: Howard Bay/Skillet Handle,running y boat ramp,210,6,Y,17.2,53,77,,,,,
5/31/2017,Matt Wyatt,3,42 16.9769 N    121 51.6387 W::5/31/17 at 18:18:42 (UTC),10T,5.94E+05,4.68E+06,1257.7 M,42.282948 N,121.860645 W,lake,lake,UKL,,Skillet handle,210,6,Y,19.6,90,65,19.9,,Near scirpus,,
5/31/2017,MW,3,,,,,,42.2828,-121.86147,lake,lake,UKL,South: Howard Bay/Skillet Handle,skillet handle,210,6,Y,19.6,90,70,19.6,5.2,shoreline w/ scirpus? (looks like bull rush),,
7/25/2017,Nick Hahlbeck,16,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Below  ken knight downstream boundary,210,6,Y,20.4,75,80,18.8,,,,
8/9/2017,William Tinniswood,14,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Upper lonesome duck,210,6,Y,13.2,32,,,,,,Another 210 further upstream woulld not code out
9/3/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,16.4,181,,,,,,"29 detections, temp ranged 16.4-16.4"
9/6/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,17.2,254,,,,,,"334 detections, temp ranged 11.6-18.8"
9/7/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,16.4,202,,,,,,"176 detections, temp ranged 14.8-21.2"
9/9/2017,STATION,4,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,16.4,235,,,,,,"298 detections, temp ranged 15.6-18.0"
11/1/2017,William Tinniswood,1,,,,,,,,lake,lake,UKL,Central: East Side Springs,Near sucker springs,210,6,Y,12.4,,,,,,,
11/7/2017,William Tinniswood,8,,,,,,,,lake,lake,UKL,Central: East Side Springs,Just above Barkley Springs,210,6,Y,6.4,,,,,,,
11/13/2017,William Tinniswood,1,,,,,,,,lake,lake,UKL,Central: East Side Springs,near sucker springs,210,6,Y,6,,,,,,,
11/21/2017,William Tinniswood,16,,,,,,,,lake,lake,UKL,Central: East Side Springs,Near Barkley Springs,210,6,Y,6.8,,,,,,,
11/22/2017,William Tinniswood,2,,,,,,,,lake,lake,UKL,Central: East Side Springs,near Barkley Springs,210,6,Y,6,,,,,,,
11/27/2017,William Tinniswood,2,,,,,,,,lake,lake,UKL,Central: East Side Springs,moved north of sucker springs,210,6,Y,6.8,,,,,,,
11/28/2017,William Tinniswood,1,,,,,,,,lake,lake,UKL,Central: East Side Springs,,210,6,,,,,,,,,
11/29/2017,William Tinniswood,6,,,,,,,,lake,lake,UKL,Central: East Side Springs,,210,6,,,,,,,,,
12/1/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,3.6,232,,,,,,"58 detections, temp ranged     1.2-6"
12/5/2017,William Tinniswood,4,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,odfw boat ramp,210,6,,,,,,,,,??
12/14/2017,JA,2,,,,,,,,lake,lake,,,in flight shoalwater bay,210,6,Y,3.6,,,,,,,
1/12/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,3.6,221,,,,,,"98 detections, temp ranged   2.8-9.2"
1/13/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,4.4,255,,,,,,"639 detections, temp ranged   3.6-5.2"
1/19/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,4.4,116,,,,,,"18 detections, temp ranged   4.4-6.8"
1/20/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,2.8,208,,,,,,"36 detections, temp ranged     2-4.4"
2/2/2018,William Tinniswood,5,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,at highway 97,210,6,Y,8.4,,,,,,,
2/5/2018,William Tinniswood,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,at odfw boat ramp,210,6,Y,6,,,,,,,
3/2/2018,William Tinniswood,1,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,near knapps likely spawning rivermile 13,210,6,y,6.8,,,,,,,
3/7/2018,William Tinniswood,12,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,"Knapps, spawning likely river mile 13",210,6,y,7.6,,,,,,Williamson River Knapps 2012 gravel,
3/24/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,5.2,222,,,,,,"37 detections, temp ranged   4.4-7.6"
3/28/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,6.8,115,,,,,,"22 detections, temp ranged     6-8.4"
4/1/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,10,236,,,,,,"47 detections, temp ranged   10-10.8"
4/5/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,6,Y,10,220,,,,,,"20 detections, temp ranged  9.2-10.8"
6/14/2018,JO,10,,,,,,,,junk,junk,UKL,,eagle ridge,210,6,,9.2,,,,,,,questionable. Can verify on receiver; receiver 32 secs. Behind gps used on sucker tracking. Checked by NH--unlikely
7/2/2018,WT,,,,,,,,,junk,junk,Pelican Bay,,,210,6,,18.8,,,,,,,questionable
4/15/2017,NH,20,,,,,,,,release,release,,,Shoalwater Bay,210,7,Y,,,,,,,,release site
4/19/2017,NH,18,,,,,,42.42833,-121.95417,lake,lake,,,in flight,210,7,,,,,,,,,
5/30/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,7,Y,18.8,255,,,,,,"174 detections, temp ranged 17.2-20.4"
6/20/2017,Matt Wyatt,10,42 31.4490 N    121 53.6062 W::6/20/17 at 22:56:36 (UTC),10T,5.91E+05,4.71E+06,1265.3 M,42.524150 N,121.893437 W,dead,dead,Williamson R,,Below waterwheel,210,7,N,34,43,79,,,,,Dead
6/22/2017,Nick Hahlbeck,7,42 31.3918 N    121 54.0210 W::6/22/17 at 20:52:25 (UTC),10T,5.90E+05,4.71E+06,1264.0 M,42.523182 N,121.900353 W,dead,dead,Williamson R,Mainstem: Below Sprague,Otter slide by green fence on ranch just  below wagon wheel (bent bow?),210,7,N,34,255,,,,,,"Definite otter kill, found w/ skull"
6/22/2017,STATION,5,,,,,,,,junk,junk,Williamson R,Williamson Station,williamson station,210,7,Y,30,245,,,,,,"8 detections, temp ranged 30.0-32.4"
5/5/2017,NH,16,,,,,,,,release,release,,,Cove Pt,210,8,Y,,,,,,,,release site
5/29/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,8,Y,18.8,177,,,,,,4 detections
5/30/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array01,210,8,,,,,,,,,
5/31/2017,William Tinniswood,20,42 34.2496 N    121 52.7584 W::5/31/17 at 21:27:33 (UTC),10T,5.92E+05,4.71E+06,1267.7 M,42.570827 N,121.879307 W,trib,lower willy,Williamson R,,Rm 10 odfw boat ramp,210,8,Y,13.2,136,91,,,,,
6/13/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,210,8,Y,12.4,255,,,,,,356 detections
6/17/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array02,210,8,,,,,,,,,
6/27/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,210,8,Y,34,152,,,,,,10 detections
7/5/2017,Jordan Ortega,2,,,,,,,,trib,pelican bay,,,Vehicle tracking at pelican bay boat ramp,210,8,,12.4,52,85,,,,,Very faint signal
7/6/2017,Jordan Ortega,3,,,,,,,,trib,pelican bay,Pelican Bay,,Boat ramp,210,8,Y,8.4,167,78,,,,,
9/17/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,210,8,,,245,,,,,,"ID uncertain, deduced from mobile tracking. Mostly inward antenna. Read as 62/170 in ID only mode"
9/18/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,210,8,,,249,,,,,,"ID uncertain, deduced from mobile tracking. Moved out of bay. Read as 62/170 in ID only mode"
10/16/2017,JA,5,,,,,,42.24774,-121.81964,junk,junk,,,in flight moore park,210,8,,,,,,,,,noise?
2/6/2018,William Tinniswood,4,,,,,,,,junk,junk,Spring Creek,Spring Creek,picnic area,210,8,Y,6.8,,,,,,,questionable reading
3/7/2018,William Tinniswood,2,,,,,,,,junk,junk,UKL,Central: Shoalwater Bay,Shoalwater marsh,210,8,,4.4,,,,,,,mostly frozen to alomost eagle point. West side ice free. Very unusual reading lots of codes coming in. Not confident in this data. Could not get activity
7/2/2018,WT,,,,,,,,,junk,junk,Pelican Bay,,,210,8,,5.2,,,,,,,
5/5/2017,NH,14,,,,,,,,release,release,,,Cove Pt,210,9,Y,,,,,,,,release site
5/30/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,210,9,,,255,,,,,,"ID uncertain, deduced from mobile tracking. Moved into bay. Read as 78/79/186 in ID only mode"
6/7/2017,BOR,14,,10T,574596,4702667,,,,trib,pelican bay,,,rocky pt springs,210,9,Y,6.8,224,,12.2,1.8,,,"Springs/rockey point by log house WQ taken@ 1meter, pH 7.28, DO 8.04"
